gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__Rhizobium_dioscoreae--RS_GCF_009176305.1,s__Rhizobium_dioscoreae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,49,3657,6102,2437.0,9759,315114,97.43,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,37.47,62.53,24.97,1.669,6431.0,RS_GCF_009176305.1,True
s__Salinivibrio_siamensis--RS_GCF_001996005.1,s__Salinivibrio_siamensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Salinivibrio,14,2334,2157,1302.0,4491,43707,97.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Salinivibrio,51.97,48.03,28.99,0.924,3122.0,RS_GCF_001996005.1,True
s__MED-G52_sp001627375--GB_GCA_012270125.1,s__MED-G52_sp001627375,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52,17,1330,7490,5553.0,8820,39547,98.03,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,MED-G52,15.08,84.92,62.96,5.632,2326.0,GB_GCA_012270125.1,True
s__Ensifer_sp001429285--RS_GCF_001429285.1,s__Ensifer_sp001429285,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer,15,3721,7739,4941.0,11460,105401,97.73,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,32.47,67.53,43.12,2.08,7027.0,RS_GCF_001429285.1,True
s__UBA9145_sp002477465--GB_GCA_002477465.1,s__UBA9145_sp002477465,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,13,1992,6149,4534.0,8141,37591,98.93,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,24.47,75.53,55.69,3.087,2892.0,GB_GCA_002477465.1,True
s__Bradyrhizobium_sp023100905--RS_GCF_023100905.1,s__Bradyrhizobium_sp023100905,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium,10,4058,5371,2547.0,9429,75224,98.52,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,43.04,56.96,27.01,1.324,7522.0,RS_GCF_023100905.1,True
s__Pseudomonas_E_synxantha_A--RS_GCF_000263715.2,s__Pseudomonas_E_synxantha_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,14,3531,3244,1891.0,6775,76201,97.53,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,52.12,47.88,27.91,0.919,5443.0,RS_GCF_000263715.2,True
s__Alteromonas_sp002335925--GB_GCA_002339125.1,s__Alteromonas_sp002335925,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas,21,2399,8924,5718.0,11323,72812,97.51,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Alteromonadaceae,Alteromonas,21.19,78.81,50.5,3.72,3467.0,GB_GCA_002339125.1,True
s__Pseudomonas_E_palleroniana--RS_GCF_003031675.1,s__Pseudomonas_E_palleroniana,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,10,3534,3236,2270.0,6770,56408,98.75,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,52.2,47.8,33.53,0.916,5641.0,RS_GCF_003031675.1,True
s__Hamiltonella_defensa--RS_GCF_000021705.1,s__Hamiltonella_defensa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hamiltonella,17,1045,4187,1974.0,5232,35539,98.13,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hamiltonella,19.97,80.03,37.73,4.007,2091.0,RS_GCF_000021705.1,True
s__Gilliamella_apis--RS_GCF_002142155.1,s__Gilliamella_apis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella,26,1675,1408,602.0,3083,58086,98.52,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gilliamella,54.33,45.67,19.53,0.841,2234.0,RS_GCF_002142155.1,True
s__Salinivibrio_kushneri--RS_GCF_005280275.1,s__Salinivibrio_kushneri,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Salinivibrio,16,2212,3302,1936.0,5514,50285,98.18,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Salinivibrio,40.12,59.88,35.11,1.493,3143.0,RS_GCF_005280275.1,True
s__Stenotrophomonas_indicatrix--RS_GCF_002750975.1,s__Stenotrophomonas_indicatrix,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,30,2871,5942,3787.0,8813,122506,97.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,32.58,67.42,42.97,2.07,4084.0,RS_GCF_002750975.1,True
s__Comamonas_tsuruhatensis--RS_GCF_001571325.1,s__Comamonas_tsuruhatensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas,30,3385,13072,8484.0,16457,181711,98.51,95.4801,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,20.57,79.43,51.55,3.862,6057.0,RS_GCF_001571325.1,True
s__Rahnella_aceris--RS_GCF_011684115.1,s__Rahnella_aceris,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella,15,3153,4115,2665.0,7268,76840,99.19,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,43.38,56.62,36.67,1.305,5123.0,RS_GCF_011684115.1,True
s__Burkholderia_sp905232215--RS_GCF_905232215.1,s__Burkholderia_sp905232215,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,12,4080,9484,5105.0,13564,98290,98.7,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,30.08,69.92,37.64,2.325,8191.0,RS_GCF_905232215.1,True
s__Pseudomonas_E_synxantha--RS_GCF_900105675.1,s__Pseudomonas_E_synxantha,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3628,3339,1423.0,6967,77675,98.29,95.7053,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,52.07,47.93,20.42,0.92,5975.0,RS_GCF_900105675.1,True
s__UBA954_sp002293155--GB_GCA_002293155.1,s__UBA954_sp002293155,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954,18,1196,5006,3564.0,6202,32405,98.31,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,UBA954,19.28,80.72,57.47,4.186,1800.0,GB_GCA_002293155.1,True
s__Photobacterium_iliopiscarium--RS_GCF_003026395.1,s__Photobacterium_iliopiscarium,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium,10,2547,3554,1770.0,6101,39306,98.88,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Photobacterium,41.75,58.25,29.01,1.395,3931.0,RS_GCF_003026395.1,True
s__Lelliottia_amnigena--GB_GCA_900635465.1,s__Lelliottia_amnigena,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia,18,2840,4912,3091.0,7752,77612,98.75,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,36.64,63.36,39.87,1.73,4312.0,GB_GCA_900635465.1,True
s__Serratia_ureilytica--RS_GCF_013375155.1,s__Serratia_ureilytica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia,155,3177,13497,8705.0,16674,748623,98.71,95.3491,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,19.05,80.95,52.21,4.248,4830.0,RS_GCF_013375155.1,True
s__HIMB59_sp902599405--GB_GCA_902599405.1,s__HIMB59_sp902599405,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59,10,878,1330,794.0,2208,11688,95.3,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,39.76,60.24,35.96,1.515,1169.0,GB_GCA_902599405.1,True
s__Citrobacter_A_sedlakii--RS_GCF_000759835.1,s__Citrobacter_A_sedlakii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A,10,2915,2963,1742.0,5878,45387,99.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,49.59,50.41,29.64,1.016,4539.0,RS_GCF_000759835.1,True
s__HIMB59_sp902615815--GB_GCA_902599045.1,s__HIMB59_sp902615815,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59,23,1066,2037,1479.0,3103,27737,96.41,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,34.35,65.65,47.66,1.911,1206.0,GB_GCA_902599045.1,True
s__Citrobacter_portucalensis--RS_GCF_002042885.1,s__Citrobacter_portucalensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter,146,2941,17988,8603.0,20929,710117,98.1,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,14.05,85.95,41.11,6.116,4864.0,RS_GCF_002042885.1,True
s__Comamonas_thiooxydans--RS_GCF_000964545.1,s__Comamonas_thiooxydans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas,38,2934,10761,6372.0,13695,191803,97.53,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,21.42,78.58,46.53,3.668,5047.0,RS_GCF_000964545.1,True
s__JACNJF01_sp018669845--GB_GCA_018669845.1,s__JACNJF01_sp018669845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01,11,3049,3443,2155.0,6492,47960,99.85,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,46.97,53.03,33.19,1.129,4360.0,GB_GCA_018669845.1,True
s__SMXQ01_sp018666775--GB_GCA_018666775.1,s__SMXQ01_sp018666775,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__SMXQ01,11,1689,2136,1842.0,3825,24757,99.98,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,SMXQ01,SMXQ01,SMXQ01,44.16,55.84,48.16,1.265,2251.0,GB_GCA_018666775.1,True
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,s__Enterobacter_asburiae_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,116,2914,13018,6307.0,15932,536892,98.33,96.8818,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,18.29,81.71,39.59,4.467,4628.0,RS_GCF_007035645.1,True
s__Limnohabitans_sp903910745--GB_GCA_903910745.1,s__Limnohabitans_sp903910745,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans,16,1915,6377,4672.0,8292,50302,99.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Limnohabitans,23.09,76.91,56.34,3.33,3144.0,GB_GCA_903910745.1,True
s__AG-339-G14_sp003282105--GB_GCA_003282105.1,s__AG-339-G14_sp003282105,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14,12,903,889,629.0,1792,12609,95.56,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,SAR86,AG-339-G14,AG-339-G14,50.39,49.61,35.1,0.984,1051.0,GB_GCA_003282105.1,True
s__Ursidibacter_maritimus--RS_GCF_009761395.1,s__Ursidibacter_maritimus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Ursidibacter,15,1609,1348,1178.0,2957,28833,99.92,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Ursidibacter,54.41,45.59,39.84,0.838,1922.0,RS_GCF_009761395.1,True
s__Vibrio_crassostreae_C--RS_GCF_000272045.2,s__Vibrio_crassostreae_C,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,27,2984,6885,4391.0,9869,121514,97.54,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,30.24,69.76,44.49,2.307,4501.0,RS_GCF_000272045.2,True
s__Tateyamaria_sp003445215--GB_GCA_905480645.1,s__Tateyamaria_sp003445215,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria,11,1947,5133,4058.0,7080,34225,98.96,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,27.5,72.5,57.32,2.636,3111.0,GB_GCA_905480645.1,True
s__SAR86A_sp000252525--GB_GCA_000252525.1,s__SAR86A_sp000252525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SAR86A,16,1066,1048,776.0,2114,18912,96.49,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,SAR86,D2472,SAR86A,50.43,49.57,36.71,0.983,1182.0,GB_GCA_000252525.1,True
s__Yersinia_proxima--RS_GCF_902170785.1,s__Yersinia_proxima,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,10,2741,2330,1378.0,5071,41611,99.24,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,54.05,45.95,27.17,0.85,4161.0,RS_GCF_902170785.1,True
s__Ochrobactrum_A_pituitosa--RS_GCF_003049685.1,s__Ochrobactrum_A_pituitosa,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A,14,2734,5064,3176.0,7798,65516,98.28,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum_A,35.06,64.94,40.73,1.852,4680.0,RS_GCF_003049685.1,True
s__Novosphingobium_fluoreni--RS_GCF_014196615.1,s__Novosphingobium_fluoreni,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium,12,1959,7575,5867.0,9534,35555,97.41,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,20.55,79.45,61.54,3.867,2963.0,RS_GCF_014196615.1,True
s__Acidovorax_A_avenae--RS_GCF_000176855.2,s__Acidovorax_A_avenae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax_A,18,2403,8901,4994.0,11304,77294,96.92,95.2137,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Acidovorax_A,21.26,78.74,44.18,3.704,4294.0,RS_GCF_000176855.2,True
s__Sphingobium_xenophagum--RS_GCF_000367345.1,s__Sphingobium_xenophagum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium,21,2414,8807,5656.0,11221,87899,97.29,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,21.51,78.49,50.41,3.648,4186.0,RS_GCF_000367345.1,True
s__Aeromonas_veronii--RS_GCF_000820225.1,s__Aeromonas_veronii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas,205,2874,23367,12904.0,26241,857397,96.51,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Aeromonadaceae,Aeromonas,10.95,89.05,49.17,8.13,4182.0,RS_GCF_000820225.1,True
s__Providencia_rettgeri--GB_GCA_900455085.1,s__Providencia_rettgeri,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia,38,2697,6322,3568.0,9019,156098,98.36,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,29.9,70.1,39.56,2.344,4108.0,GB_GCA_900455085.1,True
s__Pseudomonas_E_pudica--RS_GCF_015680405.1,s__Pseudomonas_E_pudica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,10,3287,2674,807.0,5961,53736,98.52,95.0481,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,55.14,44.86,13.54,0.814,5374.0,RS_GCF_015680405.1,True
s__Pseudomonas_E_putida--RS_GCF_000412675.1,s__Pseudomonas_E_putida,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,33,3429,8941,5580.0,12370,189523,98.5,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,27.72,72.28,45.11,2.607,5743.0,RS_GCF_000412675.1,True
s__UBA868_sp002477475--GB_GCA_002477475.1,s__UBA868_sp002477475,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868,12,1629,3554,2596.0,5183,29230,99.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,UBA868,UBA868,31.43,68.57,50.09,2.182,2436.0,GB_GCA_002477475.1,True
s__Pantoea_anthophila--RS_GCF_006494375.1,s__Pantoea_anthophila,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea,14,2878,4526,3267.0,7404,60318,98.39,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,38.87,61.13,44.12,1.573,4308.0,RS_GCF_006494375.1,True
s__Pseudomonas_E_gessardii--RS_GCF_001983165.1,s__Pseudomonas_E_gessardii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3581,5113,3091.0,8694,78886,98.63,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,41.19,58.81,35.55,1.428,6068.0,RS_GCF_001983165.1,True
s__Pseudomonas_E_cyclaminis--RS_GCF_015163715.1,s__Pseudomonas_E_cyclaminis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,12,3595,4615,2672.0,8210,68416,96.8,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,43.79,56.21,32.55,1.284,5701.0,RS_GCF_015163715.1,True
s__Bartonella_A_apis--RS_GCF_001952075.1,s__Bartonella_A_apis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella_A,10,1731,840,421.0,2571,21773,97.2,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella_A,67.33,32.67,16.37,0.485,2177.0,RS_GCF_001952075.1,True
s__UBA8309_sp016780765--GB_GCA_016780765.1,s__UBA8309_sp016780765,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309,15,1304,5112,3512.0,6416,30796,98.41,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309,20.32,79.68,54.74,3.92,2053.0,GB_GCA_016780765.1,True
s__UKL13-2_sp020247545--GB_GCA_020247545.1,s__UKL13-2_sp020247545,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__UKL13-2,19,2526,5553,3812.0,8079,69462,98.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Usitatibacteraceae,UKL13-2,31.27,68.73,47.18,2.198,3656.0,GB_GCA_020247545.1,True
s__Vibrio_alginolyticus--RS_GCF_000354175.2,s__Vibrio_alginolyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,290,3282,27892,16386.0,31174,1381019,98.53,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,10.53,89.47,52.56,8.498,4762.0,RS_GCF_000354175.2,True
s__Burkholderia_ubonensis--RS_GCF_902833085.1,s__Burkholderia_ubonensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,305,3836,29901,12457.0,33737,2049842,96.7,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,11.37,88.63,36.92,7.795,6721.0,RS_GCF_902833085.1,True
s__Polynucleobacter_sp903944725--GB_GCA_903944725.1,s__Polynucleobacter_sp903944725,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,34,1565,2684,1516.0,4249,69438,99.86,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,36.83,63.17,35.68,1.715,2042.0,GB_GCA_903944725.1,True
s__Mesorhizobium_mediterraneum_A--RS_GCF_002284565.1,s__Mesorhizobium_mediterraneum_A,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,21,3882,10569,7030.0,14451,142295,98.13,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,26.86,73.14,48.65,2.723,6776.0,RS_GCF_002284565.1,True
s__Paraburkholderia_fungorum--RS_GCF_902833645.1,s__Paraburkholderia_fungorum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia,16,4126,7974,4309.0,12100,129798,98.63,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,34.1,65.9,35.61,1.933,8112.0,RS_GCF_902833645.1,True
s__Neorhizobium_galegae_C--GB_GCA_000985875.1,s__Neorhizobium_galegae_C,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium,10,3657,2704,1041.0,6361,60964,98.33,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,57.49,42.51,16.37,0.739,6096.0,GB_GCA_000985875.1,True
s__Pelagibacter_sp003209915--GB_GCA_003209915.1,s__Pelagibacter_sp003209915,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter,79,1101,4891,3499.0,5992,83900,96.72,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,18.37,81.63,58.39,4.442,1062.0,GB_GCA_003209915.1,True
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,s__Klebsiella_ornithinolytica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella,122,3240,17695,10674.0,20935,658906,99.42,95.7194,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,15.48,84.52,50.99,5.461,5401.0,RS_GCF_001598295.1,True
s__Acetobacter_persici--RS_GCF_000613905.1,s__Acetobacter_persici,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,10,1967,5537,4262.0,7504,32768,96.1,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,26.21,73.79,56.8,2.815,3277.0,RS_GCF_000613905.1,True
s__Glaesserella_parasuis--RS_GCF_002015085.1,s__Glaesserella_parasuis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Glaesserella,107,1376,6419,2538.0,7795,239226,97.48,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Glaesserella,17.65,82.35,32.56,4.665,2236.0,RS_GCF_002015085.1,True
